primary_label_id,auto_label_v2,n_tasks,n_occupations,salience_weighted_n,mean_importance,n_soft_assigned_noise,share_of_frozen_label
analyze_data_for_decisions,Analyze organizational problems,7,4,3.5,3.654285714285714,0,0.00847457627118644
analyze_data_for_decisions,Analyze remote sensing data,7,2,3.5,3.8771428571428572,0,0.00847457627118644
analyze_data_for_decisions,Evaluate loan applications,7,2,3.5,4.093999999999999,2,0.00847457627118644
analyze_data_for_decisions,Manage funds,7,5,3.5,4.217142857142857,1,0.00847457627118644
analyze_data_for_decisions,Manage geospatial data,7,2,3.5,3.8716666666666666,0,0.00847457627118644
analyze_data_for_decisions,Support crop production,7,2,3.5,3.437142857142857,0,0.00847457627118644
analyze_data_for_decisions,Analyze bioinformatics data,6,2,3.0,3.6283333333333334,0,0.007263922518159807
analyze_data_for_decisions,Apply legal analysis,6,3,3.0,3.9716666666666662,0,0.007263922518159807
analyze_data_for_decisions,Assess credit risk,6,2,3.0,4.676666666666667,0,0.007263922518159807
analyze_data_for_decisions,Conduct survey research,6,4,3.0,4.251666666666666,1,0.007263922518159807
analyze_data_for_decisions,Create technical drawings,6,2,3.0,3.513333333333333,0,0.007263922518159807
analyze_data_for_decisions,Curate historical records,6,3,3.0,3.7449999999999997,0,0.007263922518159807
analyze_data_for_decisions,Direct organizational strategy,6,2,3.0,3.8666666666666667,0,0.007263922518159807
analyze_data_for_decisions,Investigate digital evidence,6,2,3.0,3.716666666666667,0,0.007263922518159807
analyze_data_for_decisions,Optimize search visibility,6,1,3.0,3.891666666666666,0,0.007263922518159807
analyze_data_for_decisions,Plan remediation projects,6,2,3.0,3.766666666666667,0,0.007263922518159807
analyze_data_for_decisions,Advance genetics research,5,2,2.5,4.066,0,0.006053268765133172
analyze_data_for_decisions,Broker real estate deals,5,3,2.5,3.94,3,0.006053268765133172
analyze_data_for_decisions,Control product quality,5,3,2.5,4.168,0,0.006053268765133172
analyze_data_for_decisions,Coordinate creative production,5,3,2.5,3.872,4,0.006053268765133172
analyze_data_for_decisions,Coordinate wellness programs,5,3,2.5,3.9599999999999995,0,0.006053268765133172
analyze_data_for_decisions,Create crafted designs,5,4,2.5,3.56,0,0.006053268765133172
analyze_data_for_decisions,Design computer systems,5,2,2.5,3.376,0,0.006053268765133172
analyze_data_for_decisions,Design electrical systems,5,2,2.5,3.436,0,0.006053268765133172
analyze_data_for_decisions,Design marine systems,5,2,2.5,3.566,0,0.006053268765133172
analyze_data_for_decisions,Design solar systems,5,3,2.5,3.896,0,0.006053268765133172
analyze_data_for_decisions,Diagnose skin conditions,5,2,2.5,4.15,4,0.006053268765133172
analyze_data_for_decisions,Inspect and investigate,5,4,2.5,4.04,0,0.006053268765133172
analyze_data_for_decisions,Perform dance routines,5,3,2.5,4.1,3,0.006053268765133172
analyze_data_for_decisions,Process online orders,5,1,2.5,3.95,0,0.006053268765133172
analyze_data_for_decisions,Produce news content,5,2,2.5,4.1259999999999994,0,0.006053268765133172
analyze_data_for_decisions,Test automotive systems,5,3,2.5,3.936,0,0.006053268765133172
analyze_data_for_decisions,Advance nanoscale research,4,2,2.0,3.4225,0,0.004842615012106538
analyze_data_for_decisions,Conduct surveying work,4,2,2.0,3.643333333333333,0,0.004842615012106538
analyze_data_for_decisions,Coordinate curriculum improvement,4,1,2.0,,0,0.004842615012106538
analyze_data_for_decisions,Coordinate emergency response,4,2,2.0,3.755,0,0.004842615012106538
analyze_data_for_decisions,Deliver creative therapy,4,2,2.0,3.79,0,0.004842615012106538
analyze_data_for_decisions,Deliver radiation treatment,4,3,2.0,4.466666666666666,0,0.004842615012106538
analyze_data_for_decisions,Develop photonic systems,4,2,2.0,3.5725,0,0.004842615012106538
analyze_data_for_decisions,Develop web applications,4,3,2.0,3.8166666666666664,0,0.004842615012106538
analyze_data_for_decisions,Establish property boundaries,4,2,2.0,4.18,1,0.004842615012106538
analyze_data_for_decisions,Manage biofuel operations,4,3,2.0,3.63,0,0.004842615012106538
analyze_data_for_decisions,Manage distribution operations,4,1,2.0,3.936666666666667,0,0.004842615012106538
analyze_data_for_decisions,Manage security operations,4,2,2.0,3.9625,0,0.004842615012106538
analyze_data_for_decisions,Manage sustainability initiatives,4,3,2.0,3.7625,0,0.004842615012106538
analyze_data_for_decisions,Operate flight systems,4,3,2.0,4.2775,0,0.004842615012106538
analyze_data_for_decisions,Operate nuclear systems,4,3,2.0,4.0725,0,0.004842615012106538
analyze_data_for_decisions,Organize document systems,4,3,2.0,3.6550000000000002,1,0.004842615012106538
analyze_data_for_decisions,Plan extraction operations,4,2,2.0,3.745,0,0.004842615012106538
analyze_data_for_decisions,Test material performance,4,2,2.0,4.012499999999999,0,0.004842615012106538
analyze_data_for_decisions,Trade securities,4,1,2.0,3.8766666666666665,0,0.004842615012106538
analyze_data_for_decisions,Administer databases,3,3,1.5,3.14,0,0.0036319612590799033
analyze_data_for_decisions,Administer education programs,3,2,1.5,3.81,0,0.0036319612590799033
analyze_data_for_decisions,Assess cardiovascular function,3,3,1.5,4.62,1,0.0036319612590799033
analyze_data_for_decisions,Craft precious items,3,2,1.5,4.32,0,0.0036319612590799033
analyze_data_for_decisions,Design micro systems,3,1,1.5,3.7866666666666666,0,0.0036319612590799033
analyze_data_for_decisions,Determine benefit eligibility,3,2,1.5,4.136666666666667,0,0.0036319612590799033
analyze_data_for_decisions,Develop building designs,3,2,1.5,3.793333333333333,0,0.0036319612590799033
analyze_data_for_decisions,Develop product designs,3,1,1.5,3.35,0,0.0036319612590799033
analyze_data_for_decisions,Engineer aerospace systems,3,3,1.5,3.9766666666666666,0,0.0036319612590799033
analyze_data_for_decisions,Install electrical wiring,3,3,1.5,3.64,1,0.0036319612590799033
analyze_data_for_decisions,Manage IT operations,3,2,1.5,3.813333333333333,0,0.0036319612590799033
analyze_data_for_decisions,Manage forest resources,3,1,1.5,3.1133333333333333,0,0.0036319612590799033
analyze_data_for_decisions,Manage health information,3,2,1.5,3.956666666666667,0,0.0036319612590799033
analyze_data_for_decisions,Manage workplace safety,3,2,1.5,3.7466666666666666,2,0.0036319612590799033
analyze_data_for_decisions,Monitor compliance,3,1,1.5,3.236666666666667,0,0.0036319612590799033
analyze_data_for_decisions,Provide nursing care,3,3,1.5,4.0200000000000005,0,0.0036319612590799033
analyze_data_for_decisions,Provide nutrition counseling,3,2,1.5,4.053333333333334,0,0.0036319612590799033
analyze_data_for_decisions,Sell technical products,3,1,1.5,3.4933333333333336,0,0.0036319612590799033
analyze_data_for_decisions,Adjudicate disputes,2,1,1.0,4.0649999999999995,0,0.002421307506053269
analyze_data_for_decisions,Arrange funeral services,2,1,1.0,3.555,0,0.002421307506053269
analyze_data_for_decisions,Assess speech disorders,2,2,1.0,3.015,0,0.002421307506053269
analyze_data_for_decisions,Coordinate social services,2,2,1.0,3.585,0,0.002421307506053269
analyze_data_for_decisions,Deliver classroom instruction,2,2,1.0,3.9450000000000003,1,0.002421307506053269
analyze_data_for_decisions,Develop training programs,2,2,1.0,4.215,1,0.002421307506053269
analyze_data_for_decisions,Edit written content,2,2,1.0,3.705,1,0.002421307506053269
analyze_data_for_decisions,Fabricate precision parts,2,1,1.0,3.995,0,0.002421307506053269
analyze_data_for_decisions,Install mechanical systems,2,2,1.0,4.21,2,0.002421307506053269
analyze_data_for_decisions,Maintain equipment,2,2,1.0,3.755,0,0.002421307506053269
analyze_data_for_decisions,Manage administrative operations,2,2,1.0,4.005,1,0.002421307506053269
analyze_data_for_decisions,Manage performer careers,2,2,1.0,3.505,0,0.002421307506053269
analyze_data_for_decisions,Manage projects,2,1,1.0,4.05,0,0.002421307506053269
analyze_data_for_decisions,Manage public relations,2,2,1.0,3.76,0,0.002421307506053269
analyze_data_for_decisions,Manage regulatory submissions,2,2,1.0,3.35,0,0.002421307506053269
analyze_data_for_decisions,Operate wind facilities,2,1,1.0,2.9850000000000003,0,0.002421307506053269
analyze_data_for_decisions,Process customs clearance,2,1,1.0,4.425,0,0.002421307506053269
analyze_data_for_decisions,Protect information systems,2,2,1.0,4.41,0,0.002421307506053269
analyze_data_for_decisions,Provide behavioral counseling,2,2,1.0,3.96,0,0.002421307506053269
analyze_data_for_decisions,Raise charitable funds,2,1,1.0,3.765,2,0.002421307506053269
analyze_data_for_decisions,Track disease outbreaks,2,2,1.0,3.98,0,0.002421307506053269
analyze_data_for_decisions,Advise students,1,1,0.5,3.38,0,0.0012106537530266344
analyze_data_for_decisions,Assess learner progress,1,1,0.5,3.55,0,0.0012106537530266344
analyze_data_for_decisions,Assess neurological function,1,1,0.5,4.4,0,0.0012106537530266344
analyze_data_for_decisions,Coordinate food preparation,1,1,0.5,4.0,0,0.0012106537530266344
analyze_data_for_decisions,Coordinate study protocols,1,1,0.5,4.07,0,0.0012106537530266344
analyze_data_for_decisions,Create visual media,1,1,0.5,3.91,0,0.0012106537530266344
analyze_data_for_decisions,Deliver physical therapy,1,1,0.5,3.54,0,0.0012106537530266344
analyze_data_for_decisions,Diagnose vision conditions,1,1,0.5,3.3,0,0.0012106537530266344
analyze_data_for_decisions,Direct media production,1,1,0.5,3.58,0,0.0012106537530266344
analyze_data_for_decisions,Dispense medications,1,1,0.5,4.43,0,0.0012106537530266344
analyze_data_for_decisions,Install telecom equipment,1,1,0.5,3.59,0,0.0012106537530266344
analyze_data_for_decisions,Lead religious services,1,1,0.5,3.71,0,0.0012106537530266344
analyze_data_for_decisions,Lead specialty nursing,1,1,0.5,4.33,0,0.0012106537530266344
analyze_data_for_decisions,Lead visitor programs,1,1,0.5,3.83,0,0.0012106537530266344
analyze_data_for_decisions,Manage library services,1,1,0.5,4.65,1,0.0012106537530266344
analyze_data_for_decisions,Manage lodging operations,1,1,0.5,3.99,0,0.0012106537530266344
analyze_data_for_decisions,Organize recreation activities,1,1,0.5,3.98,0,0.0012106537530266344
analyze_data_for_decisions,Perform eye diagnostics,1,1,0.5,4.6,0,0.0012106537530266344
analyze_data_for_decisions,Provide animal care,1,1,0.5,3.89,0,0.0012106537530266344
analyze_data_for_decisions,Provide dental care,1,1,0.5,4.19,0,0.0012106537530266344
analyze_data_for_decisions,Provide emergency medicine,1,1,0.5,4.21,0,0.0012106537530266344
analyze_data_for_decisions,Provide manual treatment,1,1,0.5,3.75,1,0.0012106537530266344
analyze_data_for_decisions,Provide maternity care,1,1,0.5,3.5,0,0.0012106537530266344
analyze_data_for_decisions,Repair mechanical equipment,1,1,0.5,4.0,0,0.0012106537530266344
analyze_data_for_decisions,Run geothermal plants,1,1,0.5,4.01,0,0.0012106537530266344
analyze_data_for_decisions,Support rehabilitation therapy,1,1,0.5,3.84,0,0.0012106537530266344
analyze_data_for_decisions,Teach and develop courses,1,1,0.5,3.33,1,0.0012106537530266344
analyze_data_for_decisions,Test software quality,1,1,0.5,3.29,0,0.0012106537530266344
analyze_data_for_decisions,Translate and interpret,1,1,0.5,4.57,0,0.0012106537530266344
analyze_data_for_decisions,Treat physical disability,1,1,0.5,3.45,0,0.0012106537530266344
collect_and_maintain_records,Deliver college instruction,30,30,15.0,4.174,0,0.03282275711159737
collect_and_maintain_records,Process financial records,30,5,15.0,4.332857142857143,7,0.03282275711159737
collect_and_maintain_records,Manage health information,29,6,14.5,4.527647058823529,0,0.03172866520787746
collect_and_maintain_records,Teach postsecondary courses,28,26,14.0,3.225357142857143,0,0.030634573304157548
collect_and_maintain_records,Deliver classroom instruction,24,15,12.0,4.079565217391305,1,0.0262582056892779
collect_and_maintain_records,Apply legal analysis,17,4,8.5,3.7758823529411765,0,0.018599562363238512
collect_and_maintain_records,Deliver radiation treatment,17,6,8.5,4.4541176470588235,0,0.018599562363238512
collect_and_maintain_records,Support classroom learning,15,4,7.5,3.8280000000000003,6,0.016411378555798686
collect_and_maintain_records,Manage library services,14,3,7.0,3.9664285714285716,4,0.015317286652078774
collect_and_maintain_records,Supervise field crews,14,8,7.0,3.805,0,0.015317286652078774
collect_and_maintain_records,Assist patient care,13,4,6.5,4.372307692307692,2,0.014223194748358862
collect_and_maintain_records,Analyze laboratory samples,12,6,6.0,4.458333333333333,2,0.01312910284463895
collect_and_maintain_records,Coordinate creative production,12,4,6.0,4.099166666666666,2,0.01312910284463895
collect_and_maintain_records,Support network systems,12,4,6.0,3.7116666666666664,0,0.01312910284463895
collect_and_maintain_records,Develop web applications,11,3,5.5,3.9114285714285715,0,0.012035010940919038
collect_and_maintain_records,Dispense medications,11,3,5.5,4.387272727272727,0,0.012035010940919038
collect_and_maintain_records,Install electrical wiring,10,7,5.0,3.998,2,0.010940919037199124
collect_and_maintain_records,Operate flight systems,10,4,5.0,3.8340000000000005,0,0.010940919037199124
collect_and_maintain_records,Organize document systems,10,3,5.0,4.008,2,0.010940919037199124
collect_and_maintain_records,Provide manual treatment,10,5,5.0,4.4399999999999995,2,0.010940919037199124
collect_and_maintain_records,Administer compensation benefits,9,5,4.5,3.8244444444444445,0,0.009846827133479213
collect_and_maintain_records,Conduct survey research,9,3,4.5,4.064444444444444,0,0.009846827133479213
collect_and_maintain_records,Fabricate precision parts,9,5,4.5,3.8322222222222226,0,0.009846827133479213
collect_and_maintain_records,Install mechanical systems,9,5,4.5,3.7777777777777777,5,0.009846827133479213
collect_and_maintain_records,Produce media content,9,3,4.5,3.723333333333333,0,0.009846827133479213
collect_and_maintain_records,Provide emergency medicine,9,9,4.5,4.678,0,0.009846827133479213
collect_and_maintain_records,Analyze bioinformatics data,8,4,4.0,3.74875,1,0.0087527352297593
collect_and_maintain_records,Analyze remote sensing data,8,2,4.0,4.08,0,0.0087527352297593
collect_and_maintain_records,Appraise property value,8,2,4.0,4.44125,0,0.0087527352297593
collect_and_maintain_records,Arrange funeral services,8,4,4.0,4.27375,0,0.0087527352297593
collect_and_maintain_records,Determine benefit eligibility,8,3,4.0,4.4125,0,0.0087527352297593
collect_and_maintain_records,Inspect and investigate,8,4,4.0,4.24625,0,0.0087527352297593
collect_and_maintain_records,Manage funds,8,4,4.0,4.13875,2,0.0087527352297593
collect_and_maintain_records,Manage geospatial data,8,3,4.0,4.09875,1,0.0087527352297593
collect_and_maintain_records,Coordinate social services,7,4,3.5,4.112857142857143,2,0.007658643326039387
collect_and_maintain_records,Curate historical records,7,4,3.5,4.204285714285715,0,0.007658643326039387
collect_and_maintain_records,Deliver physical therapy,7,3,3.5,4.367142857142857,2,0.007658643326039387
collect_and_maintain_records,Edit written content,7,3,3.5,4.24,4,0.007658643326039387
collect_and_maintain_records,Investigate fraud,7,3,3.5,4.398571428571429,0,0.007658643326039387
collect_and_maintain_records,Maintain equipment,7,4,3.5,3.9057142857142857,0,0.007658643326039387
collect_and_maintain_records,Manage lodging operations,7,3,3.5,4.188571428571429,0,0.007658643326039387
collect_and_maintain_records,Provide behavioral counseling,7,4,3.5,4.660000000000001,2,0.007658643326039387
collect_and_maintain_records,Provide dental care,7,5,3.5,4.538571428571428,0,0.007658643326039387
collect_and_maintain_records,Provide hair services,7,2,3.5,4.134285714285714,0,0.007658643326039387
collect_and_maintain_records,Provide nursing care,7,3,3.5,4.347142857142857,0,0.007658643326039387
collect_and_maintain_records,Study water resources,7,2,3.5,3.6966666666666668,0,0.007658643326039387
collect_and_maintain_records,Support rehabilitation therapy,7,3,3.5,4.321428571428571,0,0.007658643326039387
collect_and_maintain_records,Track logistics flow,7,1,3.5,3.807142857142857,1,0.007658643326039387
collect_and_maintain_records,Analyze statistical data,6,4,3.0,3.974,2,0.006564551422319475
collect_and_maintain_records,Build robotic systems,6,2,3.0,3.5866666666666664,0,0.006564551422319475
collect_and_maintain_records,Coordinate wellness programs,6,3,3.0,3.768333333333333,0,0.006564551422319475
collect_and_maintain_records,Create technical drawings,6,3,3.0,3.735,0,0.006564551422319475
collect_and_maintain_records,Deliver business intelligence,6,3,3.0,4.105,2,0.006564551422319475
collect_and_maintain_records,Design marine systems,6,3,3.0,4.075,0,0.006564551422319475
collect_and_maintain_records,Direct media production,6,4,3.0,3.8633333333333333,1,0.006564551422319475
collect_and_maintain_records,Manage workplace safety,6,3,3.0,3.795,0,0.006564551422319475
collect_and_maintain_records,Plan marketing campaigns,6,4,3.0,3.518,0,0.006564551422319475
collect_and_maintain_records,Translate and interpret,6,3,3.0,4.1000000000000005,0,0.006564551422319475
collect_and_maintain_records,Assess speech disorders,5,2,2.5,4.712,0,0.005470459518599562
collect_and_maintain_records,Conduct surveying work,5,1,2.5,4.02,0,0.005470459518599562
collect_and_maintain_records,Coordinate production supply,5,2,2.5,3.9500000000000006,0,0.005470459518599562
collect_and_maintain_records,Coordinate study protocols,5,1,2.5,4.046,0,0.005470459518599562
collect_and_maintain_records,Diagnose skin conditions,5,3,2.5,4.598000000000001,4,0.005470459518599562
collect_and_maintain_records,Engineer aerospace systems,5,5,2.5,4.192,0,0.005470459518599562
collect_and_maintain_records,Establish property boundaries,5,2,2.5,4.436,0,0.005470459518599562
collect_and_maintain_records,Evaluate insurance claims,5,2,2.5,4.258,0,0.005470459518599562
collect_and_maintain_records,Evaluate loan applications,5,2,2.5,4.1325,2,0.005470459518599562
collect_and_maintain_records,Lead specialty nursing,5,2,2.5,4.4079999999999995,4,0.005470459518599562
collect_and_maintain_records,Manage construction projects,5,3,2.5,3.8579999999999997,0,0.005470459518599562
collect_and_maintain_records,Monitor compliance,5,3,2.5,4.292,0,0.005470459518599562
collect_and_maintain_records,Operate wind facilities,5,3,2.5,3.9479999999999995,0,0.005470459518599562
collect_and_maintain_records,Optimize chemical processes,5,3,2.5,3.9659999999999997,2,0.005470459518599562
collect_and_maintain_records,Perform dance routines,5,2,2.5,4.1240000000000006,3,0.005470459518599562
collect_and_maintain_records,Plan transportation systems,5,3,2.5,3.723333333333333,4,0.005470459518599562
collect_and_maintain_records,Provide animal care,5,2,2.5,4.448,0,0.005470459518599562
collect_and_maintain_records,Repair electromechanical systems,5,3,2.5,3.4899999999999998,0,0.005470459518599562
collect_and_maintain_records,Sell technical products,5,3,2.5,4.062,1,0.005470459518599562
collect_and_maintain_records,Administer databases,4,2,2.0,2.7,0,0.00437636761487965
collect_and_maintain_records,Advance academic research,4,1,2.0,3.8475,4,0.00437636761487965
collect_and_maintain_records,Analyze investment risk,4,2,2.0,2.88,0,0.00437636761487965
collect_and_maintain_records,Analyze organizational problems,4,3,2.0,3.9575,0,0.00437636761487965
collect_and_maintain_records,Assess cardiovascular function,4,3,2.0,4.636666666666667,1,0.00437636761487965
collect_and_maintain_records,Capture and edit images,4,2,2.0,3.9,0,0.00437636761487965
collect_and_maintain_records,Control product quality,4,3,2.0,4.0325,0,0.00437636761487965
collect_and_maintain_records,Coordinate emergency response,4,2,2.0,3.4325,0,0.00437636761487965
collect_and_maintain_records,Deliver creative therapy,4,2,2.0,4.2075000000000005,0,0.00437636761487965
collect_and_maintain_records,Improve animal production,4,3,2.0,3.915,2,0.00437636761487965
collect_and_maintain_records,Manage administrative operations,4,3,2.0,3.8899999999999997,0,0.00437636761487965
collect_and_maintain_records,Manage performer careers,4,2,2.0,3.855,0,0.00437636761487965
collect_and_maintain_records,Organize recreation activities,4,2,2.0,4.0075,0,0.00437636761487965
collect_and_maintain_records,Provide academic tutoring,4,2,2.0,3.7275,0,0.00437636761487965
collect_and_maintain_records,Provide maternity care,4,2,2.0,4.7125,0,0.00437636761487965
collect_and_maintain_records,Raise charitable funds,4,2,2.0,3.5275,1,0.00437636761487965
collect_and_maintain_records,Run geothermal plants,4,3,2.0,4.0,0,0.00437636761487965
collect_and_maintain_records,Supervise residential safety,4,1,2.0,3.2825,0,0.00437636761487965
collect_and_maintain_records,Support crop production,4,2,2.0,4.015,0,0.00437636761487965
collect_and_maintain_records,Test software quality,4,1,2.0,4.306666666666667,0,0.00437636761487965
collect_and_maintain_records,Treat physical disability,4,3,2.0,4.475,1,0.00437636761487965
collect_and_maintain_records,Advance genetics research,3,2,1.5,3.4966666666666666,0,0.0032822757111597373
collect_and_maintain_records,Assess neurological function,3,3,1.5,4.3966666666666665,0,0.0032822757111597373
collect_and_maintain_records,Broker real estate deals,3,3,1.5,3.6833333333333336,1,0.0032822757111597373
collect_and_maintain_records,Create crafted designs,3,2,1.5,4.21,0,0.0032822757111597373
collect_and_maintain_records,Develop photonic systems,3,2,1.5,3.703333333333333,0,0.0032822757111597373
collect_and_maintain_records,Diagnose vision conditions,3,2,1.5,4.526666666666666,0,0.0032822757111597373
collect_and_maintain_records,Draft engineering plans,3,2,1.5,3.9000000000000004,1,0.0032822757111597373
collect_and_maintain_records,Enforce public safety,3,1,1.5,4.396666666666667,0,0.0032822757111597373
collect_and_maintain_records,Improve production methods,3,2,1.5,3.545,0,0.0032822757111597373
collect_and_maintain_records,Install piping systems,3,2,1.5,3.8066666666666666,0,0.0032822757111597373
collect_and_maintain_records,Install telecom equipment,3,2,1.5,3.75,1,0.0032822757111597373
collect_and_maintain_records,Manage agricultural production,3,2,1.5,4.0633333333333335,1,0.0032822757111597373
collect_and_maintain_records,Manage forest resources,3,1,1.5,3.53,0,0.0032822757111597373
collect_and_maintain_records,Manage regulatory submissions,3,1,1.5,4.08,0,0.0032822757111597373
collect_and_maintain_records,Optimize search visibility,3,1,1.5,4.286666666666666,0,0.0032822757111597373
collect_and_maintain_records,Oversee engineering projects,3,2,1.5,3.703333333333333,1,0.0032822757111597373
collect_and_maintain_records,Process customs clearance,3,3,1.5,4.44,1,0.0032822757111597373
collect_and_maintain_records,Procure farm products,3,3,1.5,3.9766666666666666,0,0.0032822757111597373
collect_and_maintain_records,Repair mechanical equipment,3,3,1.5,4.256666666666667,1,0.0032822757111597373
collect_and_maintain_records,Administer education programs,2,2,1.0,3.8249999999999997,0,0.002188183807439825
collect_and_maintain_records,Advance nanoscale research,2,1,1.0,4.025,0,0.002188183807439825
collect_and_maintain_records,Assess credit risk,2,1,1.0,4.51,0,0.002188183807439825
collect_and_maintain_records,Assess learner progress,2,1,1.0,4.125,0,0.002188183807439825
collect_and_maintain_records,Coordinate food preparation,2,2,1.0,4.005,0,0.002188183807439825
collect_and_maintain_records,Craft precious items,2,2,1.0,4.045,0,0.002188183807439825
collect_and_maintain_records,Design electrical systems,2,2,1.0,3.4749999999999996,0,0.002188183807439825
collect_and_maintain_records,Diagnose psychiatric conditions,2,2,1.0,4.890000000000001,0,0.002188183807439825
collect_and_maintain_records,Improve energy efficiency,2,2,1.0,4.2,2,0.002188183807439825
collect_and_maintain_records,Lead visitor programs,2,2,1.0,3.175,0,0.002188183807439825
collect_and_maintain_records,Manage aquatic operations,2,2,1.0,4.32,0,0.002188183807439825
collect_and_maintain_records,Manage distribution operations,2,1,1.0,3.7,0,0.002188183807439825
collect_and_maintain_records,Manage projects,2,1,1.0,,0,0.002188183807439825
collect_and_maintain_records,Manage public relations,2,2,1.0,4.41,0,0.002188183807439825
collect_and_maintain_records,Manage sustainability initiatives,2,2,1.0,3.9050000000000002,0,0.002188183807439825
collect_and_maintain_records,Model water systems,2,1,1.0,3.385,0,0.002188183807439825
collect_and_maintain_records,Operate nuclear systems,2,2,1.0,4.33,0,0.002188183807439825
collect_and_maintain_records,Perform eye diagnostics,2,2,1.0,4.925000000000001,0,0.002188183807439825
collect_and_maintain_records,Process online orders,2,1,1.0,3.7750000000000004,0,0.002188183807439825
collect_and_maintain_records,Protect information systems,2,2,1.0,3.91,0,0.002188183807439825
collect_and_maintain_records,Repair control systems,2,1,1.0,4.045,0,0.002188183807439825
collect_and_maintain_records,Support anesthesia procedures,2,2,1.0,4.605,1,0.002188183807439825
collect_and_maintain_records,Test automotive systems,2,2,1.0,3.94,0,0.002188183807439825
collect_and_maintain_records,Trade securities,2,1,1.0,4.529999999999999,0,0.002188183807439825
collect_and_maintain_records,Adjudicate disputes,1,1,0.5,4.09,0,0.0010940919037199124
collect_and_maintain_records,Advise students,1,1,0.5,4.62,0,0.0010940919037199124
collect_and_maintain_records,Analyze economic trends,1,1,0.5,3.35,0,0.0010940919037199124
collect_and_maintain_records,Assess hearing function,1,1,0.5,4.95,0,0.0010940919037199124
collect_and_maintain_records,Assess industrial impacts,1,1,0.5,3.87,0,0.0010940919037199124
