esco_uri,preferred_label,description,centroid_op_id,centroid_cos_top1,centroid_top2_op_id,llm_rationale
http://data.europa.eu/esco/skill/1e0ed685-0696-405d-bfa3-dd6ab3751baf,provide in-home support for disabled individuals,"Assist individuals with disabilities in their own homes and with daily living tasks such as washing, dressing, eating and transport, helping them to achieve independence.",troubleshooting,0.47475964,teaching,"The item describes hands-on help with daily living tasks to support a client’s functioning and independence, which is direct assistance rather than teaching or advising."
http://data.europa.eu/esco/skill/62268d9a-42f9-4c65-9ed3-d7ba69249896,support nurses,Support nurses with the preparation and delivery of diagnostic and treatment interventions.,troubleshooting,0.47507945,advising,"It describes helping nurses carry out diagnostic and treatment interventions, which is supportive task execution rather than independent advising or teaching."
http://data.europa.eu/esco/skill/8ef1b45e-8499-4b1b-91f7-f8278bbb7767,assist social service users with physical disabilities,"Help service users with mobility problems and other physical disabilities such as incontinence, assisting in the use and care of aids and personal equipment.",troubleshooting,0.47531366,advising,"The item describes hands-on help to service users with disabilities and personal equipment; it is direct assistance, not advising, teaching, or administration."
http://data.europa.eu/esco/skill/0e21e183-e787-4f23-a240-93b416c088c2,maintain personal hygiene standards,Preserve impeccable personal hygiene standards and have a tidy appearance.,troubleshooting,0.48503777,protocol_execution,"This is a personal trait/standard of appearance, not a work operation that produces an organizational or task output."
http://data.europa.eu/esco/skill/4adb861b-3ad8-4f0d-9343-decf59748d56,demonstrate professional attitude to clients,Demonstrate responsibility and professional duty of care to clients which will include communication skills and a focus of customer care orientation.,advising,0.4860961,appraisal,"This is a personal/professional competency and attitude, not a specific work operation; it describes how to behave while serving clients."
http://data.europa.eu/esco/skill/2ac93cb1-537b-4551-acc2-511a6f809664,cope with unusual stimuli in the mortuary facility,"Deal with strong smells and traumatic sights of deaths from road traffic collisions, suicides or suspicious death cases and keep calm and mental clarity.",investigation,0.48768494,emergency_response,"This is a personal resilience trait for coping with distressing stimuli, not a work operation in the taxonomy."
http://data.europa.eu/esco/skill/e97733e8-5bf1-4c21-93c4-8bebbdabc394,perform manual work autonomously,"Show the ability to pursue basic manual tasks without the help or assistance of others, not needing supervision or guidance, and taking responsibility for one's actions.",fabrication,0.48915735,design,"This is a personal trait/competence about autonomy and responsibility, not a specific work operation in the taxonomy."
http://data.europa.eu/esco/skill/c68841cb-e661-44fa-a007-439de442ddbd,follow dentists' instructions,Work directly with dentists by following their detailed instuctions.,troubleshooting,0.4971435,protocol_execution,"This is supporting a principal professional by carrying out their instructions, which matches assistance rather than an independent operation."
http://data.europa.eu/esco/skill/4ddf5204-95f5-4be2-ad35-571e2f493ae5,apply business acumen,Take appropriate actions in a business environment in order to maximise possible outcome from each situation.,representation,0.49821126,administration,"This is a general business competency/trait about judgment, not a specific work operation with a distinct input and output."
http://data.europa.eu/esco/skill/c3fb1757-a529-4336-8898-4e96cd99f95f,use chemical analysis equipment,"Use the laboratory equipment such as Atomic Absorption equimpent, PH and conductivity meters or salt spray chambre.",protocol_execution,0.5099956,inspection,"This is a tool/equipment-use skill, not a distinct work operation; it describes operating instruments rather than producing analysis, inspection, or another output."
http://data.europa.eu/esco/skill/31d35d3d-2bf2-49aa-9c20-92566ef80277,use ICT systems,Select and use ICT systems for a variety of complex tasks in order to meet a variety of needs.,design,0.5114599,coordination,"This is a general digital literacy skill about selecting and using ICT tools, not a specific work operation in the taxonomy."
http://data.europa.eu/esco/skill/a05ead02-1728-4d60-929c-7e7c3a87672c,operate financial instruments,"Work with financial instruments such as stocks, bonds, mutual funds and derivatives.",administration,0.51254463,representation,"This is a finance domain skill about handling instruments, not a specific work operation in the taxonomy."
http://data.europa.eu/esco/skill/8a99780c-5345-4783-8ee8-97dabb9401ab,support a designer in the developing process,Support designers in the course of the developing process.,coordination,0.5140897,design,"This is a support role for a designer, not a standalone operation in the frozen taxonomy; no listed op directly matches assisting a principal."
http://data.europa.eu/esco/skill/f7fd1900-b7f3-4f7c-88ac-a1c199bb41d7,assist the dentist during the dental treatment procedure,"Actively participate in the treatment procedure to retract tissue, tongue and cheek. Keep area clear and prevent saliva build-up and debris in the patient`s mouth by using a suction tip and oral evacuator, stabilising tissue and clipping sutures in oral surgery and applying force to chisel guided by dentist in the removal of impacted teeth.",troubleshooting,0.51571006,protocol_execution,"This is hands-on support to make the dentist productive during treatment, including suctioning, retraction, stabilization, and instrument handling."
http://data.europa.eu/esco/skill/5c845ff8-b3f7-42b1-a846-a4238a8b404e,use ICT resources to solve work related tasks,Choose and use ICT resources in order to solve related tasks.,design,0.5251841,coordination,"This is a generic digital literacy skill, not a specific work operation in the taxonomy."
http://data.europa.eu/esco/skill/24f980ba-b44f-4739-b563-205104c3190d,provide basic support to patients,"Support patients and citizens with activities of daily living, such as hygiene, comfort, mobilisation and feeding needs.",troubleshooting,0.57162833,advising,"This is direct hands-on support helping patients perform daily living activities, not teaching, advising, or a distinct clinical procedure."
http://data.europa.eu/esco/skill/cf6dcd52-0641-487e-960f-7f4455aff85d,provide assistance to lecturer,Assist the lecturer or professor by doing several educational tasks including helping with the preparation of lessons or the grading of students. Support the professor with academic and scientific research.,teaching,0.5767473,advising,"This is a support role helping a lecturer with lesson preparation, grading, and research; the taxonomy item is not listed, so none_of_the_above is not appropriate."
http://data.europa.eu/esco/skill/db77825e-0f3e-47d0-abdb-356794484272,use mathematical tools and equipment,Use portable electronic device to perform both basic and complex operations of arithmetic.,fabrication,0.57956743,design,"This is a tool-use skill and basic numeracy, not a work operation in the taxonomy."
http://data.europa.eu/esco/skill/70bc4cfe-16c8-4433-a873-15ea8620453e,use laboratory equipment,Make correct use of laboratory equipment when working in a laboratory.,protocol_execution,0.61022633,inspection,"This is a generic tool-use competency, not a specific work operation in the taxonomy."
